run_id,architecture,scenario_tag,lane2_open,lane3_open,WCR_event,PCR_event,ECL_m,DOC,Ttravel_s,Tdelay_s,commit_ratio,hold_ratio,abort_entry_ratio,wrong_commit_ratio,premature_commit_ratio,confirmable_noncommit_ratio,first_commit_distance_m,first_abort_distance_m,first_confirmable_distance_m,mean_attr_truth,mean_z_open,mean_z_attr,mean_z_conflict,mean_b_pass,min_gate_time_wrong_commit_s,total_cost,unsafe_commit_cost,premature_commit_cost,late_confirmation_cost,unnecessary_merge_cost,oscillation_cost,efficiency_cost
11,camera_only,adjacent_open_risk,True,False,1.0,0.0,,2,4.899999999999999,0.28145242831858663,0.4489795918367347,0.20408163265306123,0.0,0.4489795918367347,0.0,0.0,34.32606761608315,,,0.13870485147395034,0.531976242346273,0.19159909302603212,0.4086706635295758,0.21812364808594553,0.018277096758704165,22.302008621004244,2.2,0.0,0.0,0.0,0.2,0.2040172420084828
11,multi_sensor_permissive,adjacent_open_risk,True,False,0.0,0.0,,1,5.299999999999997,0.6814524283185852,0.0,0.6792452830188679,0.0,0.0,0.0,0.0,,,,0.13972996174506144,0.5394219051064577,0.19397002208005673,0.4143483288560759,0.11889045713678877,inf,0.40722199232619105,0.0,0.0,0.0,0.0,0.1,0.6144439846523821
11,mitigation,adjacent_open_risk,True,False,0.0,0.0,,2,5.399999999999997,0.7814524283185849,0.0,0.3888888888888889,0.2962962962962963,0.0,0.0,0.0,,20.880090194388583,,0.1395835728593029,0.5494274469356495,0.18989826833821513,0.41171069913828506,0.06015976964470127,inf,0.5642816680899964,0.0,0.0,0.0,0.0,0.2,0.7285633361799928
12,camera_only,both_open,True,True,0.0,1.0,11.913109017002494,2,4.6,0.19125911191013678,0.5,0.13043478260869565,0.0,0.0,0.17391304347826086,0.0,38.75735847447078,,26.844249457468283,0.5381695046695135,0.49678186549455894,0.5766071920606274,0.2897849842069513,0.3685086194814551,inf,3.47773015439679,0.0,0.8,0.0,0.0,0.2,0.15546030879357842
12,multi_sensor_permissive,both_open,True,True,0.0,1.0,11.335701672958145,10,4.799999999999999,0.39125911191013607,0.4166666666666667,0.22916666666666666,0.0,0.0,0.16666666666666666,0.08333333333333333,37.85536397404434,,26.519662301086193,0.5404206755235111,0.5151504896300089,0.5792221103035914,0.29269575904494144,0.3214286489134333,inf,4.974218797348727,0.0,0.8,0.4,0.0,1.0,0.3484375946974543
12,mitigation,both_open,True,True,0.0,1.0,0.0,6,4.999999999999998,0.5912591119101354,0.28,0.4,0.0,0.0,0.02,0.08,26.82190738304971,,26.82190738304971,0.5408685465830246,0.5233330208782572,0.5797420239552841,0.2957861551856052,0.265394576826694,inf,1.894009839357375,0.0,0.1,0.4,0.0,0.6000000000000001,0.5880196787147496
13,camera_only,adjacent_open_risk,True,False,1.0,0.0,,4,4.100000000000001,0.20429622346786047,0.4878048780487805,0.12195121951219512,0.0,0.4878048780487805,0.0,0.0,37.29937453360433,,,0.14670406691802798,0.5080641254146687,0.17543805424782352,0.2970761247791397,0.20176900509531231,0.019298084698050177,20.463844928583377,2.0,0.0,0.0,0.0,0.4,0.12768985716675008
13,multi_sensor_permissive,adjacent_open_risk,True,False,0.0,0.0,,1,4.4,0.5042962234678594,0.0,0.6818181818181818,0.0,0.0,0.0,0.0,,,,0.14738727308056446,0.5310302527102246,0.17459657771923628,0.29748262981300727,0.1072758106328627,inf,0.33324771937431696,0.0,0.0,0.0,0.0,0.1,0.4664954387486339
13,mitigation,adjacent_open_risk,True,False,0.0,0.0,,2,4.5,0.604296223467859,0.0,0.37777777777777777,0.3111111111111111,0.0,0.0,0.0,,21.981845158388786,,0.1474665726623984,0.5238083124921686,0.1794346077015106,0.30125038600443055,0.05013490436667569,inf,0.4817229991933625,0.0,0.0,0.0,0.0,0.2,0.5634459983867253
14,camera_only,adjacent_open_risk,True,False,1.0,0.0,,2,4.200000000000001,0.158763025720547,0.4523809523809524,0.14285714285714285,0.0,0.4523809523809524,0.0,0.0,35.010583411968724,,,0.13807754046758083,0.5333786333285525,0.1766577806412663,0.393434282330989,0.2156174295141396,0.07598477643250406,19.26799439242174,1.9000000000000001,0.0,0.0,0.0,0.2,0.1359887848434762
14,multi_sensor_permissive,adjacent_open_risk,True,False,0.0,0.0,,1,4.6,0.5587630257205456,0.0,0.6739130434782609,0.0,0.0,0.0,0.0,,,,0.13925776783017793,0.5521327189775339,0.1802640793566518,0.39649047524150033,0.11685124069195733,inf,0.3515551528258052,0.0,0.0,0.0,0.0,0.1,0.5031103056516103
14,mitigation,adjacent_open_risk,True,False,0.0,0.0,,2,4.699999999999999,0.6587630257205452,0.0,0.3829787234042553,0.2978723404255319,0.0,0.0,0.0,,20.722363988536394,,0.1393009834553588,0.5494291696845252,0.17936378298822034,0.3984015570626577,0.05937056678324384,inf,0.5002108660895691,0.0,0.0,0.0,0.0,0.2,0.600421732179138
15,camera_only,adjacent_open_risk,True,False,1.0,0.0,,2,3.800000000000002,0.17954611852349478,0.5,0.15789473684210525,0.0,0.5,0.0,0.0,38.59624257472203,,,0.14124413896468277,0.5267944149691974,0.19142123185271911,0.3528222966826435,0.21549131783503367,0.05201666525780414,19.267018632276145,1.9000000000000001,0.0,0.0,0.0,0.2,0.1340372645522844
15,multi_sensor_permissive,adjacent_open_risk,True,False,0.0,0.0,,1,4.100000000000001,0.47954611852349416,0.0,0.6829268292682927,0.0,0.0,0.0,0.0,,,,0.1424813794136372,0.5308845716546028,0.19451156441543535,0.3542515774133801,0.11882040483810319,inf,0.3140052503353719,0.0,0.0,0.0,0.0,0.1,0.4280105006707438
15,mitigation,adjacent_open_risk,True,False,0.0,0.0,,2,4.200000000000001,0.5795461185234938,0.0,0.38095238095238093,0.30952380952380953,0.0,0.0,0.0,,21.393831833995456,,0.1426519206321173,0.5353528796536788,0.19505473970634354,0.35057754752296605,0.05943412327981059,inf,0.45764926470275596,0.0,0.0,0.0,0.0,0.2,0.5152985294055118
16,camera_only,adjacent_open_risk,True,False,1.0,0.0,,4,4.899999999999999,0.2478493465049052,0.4489795918367347,0.1836734693877551,0.0,0.4489795918367347,0.0,0.0,36.04440847537364,,,0.1413737900620369,0.5110860591228107,0.17972503198058984,0.3586029799500293,0.2071009036180756,0.038792503037681156,22.494919410778127,2.2,0.0,0.0,0.0,0.4,0.1898388215562548
16,multi_sensor_permissive,adjacent_open_risk,True,False,0.0,0.0,,1,5.299999999999997,0.6478493465049038,0.0,0.6792452830188679,0.0,0.0,0.0,0.0,,,,0.1422046139238234,0.5284664102520256,0.1830203858158309,0.36215709465136786,0.11324728829653043,inf,0.4065550153181181,0.0,0.0,0.0,0.0,0.1,0.613110030636236
16,mitigation,adjacent_open_risk,True,False,0.0,0.0,,2,5.399999999999997,0.7478493465049034,0.0,0.3888888888888889,0.2962962962962963,0.0,0.0,0.0,,21.319160340362206,,0.14203646461201686,0.5299156209573842,0.18329706999693057,0.3684874913725502,0.056369302869636914,inf,0.5657584486178088,0.0,0.0,0.0,0.0,0.2,0.7315168972356179
17,camera_only,adjacent_open_risk,True,False,1.0,0.0,,4,3.900000000000002,0.20339591670322754,0.41025641025641024,0.20512820512820512,0.0,0.41025641025641024,0.0,0.0,31.171172677562552,,,0.14103328046625763,0.4885097573510066,0.17644749055013145,0.3862776411270362,0.1972337506405951,0.037273353307362596,16.47202462225442,1.6,0.0,0.0,0.0,0.4,0.1440492445088413
17,multi_sensor_permissive,adjacent_open_risk,True,False,0.0,0.0,,1,4.200000000000001,0.5033959167032265,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,,,,0.14214558428278679,0.5179384812657981,0.1748016280670845,0.3921984756150111,0.10655772022131138,inf,0.3185423518088937,0.0,0.0,0.0,0.0,0.1,0.4370847036177873
17,mitigation,adjacent_open_risk,True,False,0.0,0.0,,2,4.300000000000001,0.6033959167032261,0.0,0.37209302325581395,0.3023255813953488,0.0,0.0,0.0,,20.614682208097832,,0.1422694477169978,0.5249116189901439,0.16993620077730492,0.39328693842903056,0.046300551761119545,inf,0.46360300289179596,0.0,0.0,0.0,0.0,0.2,0.5272060057835919
18,camera_only,adjacent_open_risk,True,False,1.0,0.0,,2,4.5,0.21945889851890144,0.4444444444444444,0.17777777777777778,0.0,0.4444444444444444,0.0,0.0,34.09754331239007,,,0.14038224525209492,0.5241104894836527,0.19007519502298748,0.34484448720459565,0.21457827950502623,0.044268784967024535,20.283324432872668,2.0,0.0,0.0,0.0,0.2,0.16664886574533253
18,multi_sensor_permissive,adjacent_open_risk,True,False,0.0,0.0,,1,4.899999999999999,0.6194588985189,0.0,0.673469387755102,0.0,0.0,0.0,0.0,,,,0.14171108400868127,0.5471339248033311,0.1883787723511312,0.35320916036647965,0.11695041376308202,inf,0.3713984548756457,0.0,0.0,0.0,0.0,0.1,0.5427969097512915
18,mitigation,adjacent_open_risk,True,False,0.0,0.0,,2,4.999999999999998,0.7194588985188997,0.0,0.38,0.3,0.0,0.0,0.0,,20.85230462602122,,0.14165279509352507,0.5405710044668828,0.1839566522908255,0.35222456902958277,0.053919036561409346,inf,0.5266811151678391,0.0,0.0,0.0,0.0,0.2,0.6533622303356782
19,camera_only,adjacent_open_risk,True,False,1.0,0.0,,4,4.100000000000001,0.24374548047739042,0.43902439024390244,0.1951219512195122,0.0,0.43902439024390244,0.0,0.0,33.18732085342629,,,0.14105418221061633,0.5264367730613742,0.17390389274448642,0.3368305096741644,0.2097102636817967,0.006144299724817862,18.477433773521177,1.8,0.0,0.0,0.0,0.4,0.15486754704235473
19,multi_sensor_permissive,adjacent_open_risk,True,False,0.0,0.0,,1,4.4,0.5437454804773894,0.0,0.6818181818181818,0.0,0.0,0.0,0.0,,,,0.14196679203040521,0.5450879724711353,0.17588726257623136,0.3368564706920065,0.11162380539150242,inf,0.3362930033684294,0.0,0.0,0.0,0.0,0.1,0.47258600673685863
19,mitigation,adjacent_open_risk,True,False,0.0,0.0,,2,4.5,0.643745480477389,0.0,0.37777777777777777,0.3111111111111111,0.0,0.0,0.0,,21.43074389796982,,0.14203584387662094,0.5429382968034299,0.17735312123248945,0.33662289460367906,0.04919862591460283,inf,0.4843642936968509,0.0,0.0,0.0,0.0,0.2,0.5687285873937019
20,camera_only,adjacent_open_risk,True,False,1.0,0.0,,2,4.6,0.23500668650227485,0.5,0.13043478260869565,0.0,0.5,0.0,0.0,38.35440594930899,,,0.13941962992605123,0.4940356596411585,0.18547362352595362,0.39259059761734394,0.200207765795326,0.017994846150339996,23.278592099012414,2.3000000000000003,0.0,0.0,0.0,0.2,0.15718419802482694
20,multi_sensor_permissive,adjacent_open_risk,True,False,0.0,0.0,,1,4.999999999999998,0.6350066865022734,0.0,0.68,0.0,0.0,0.0,0.0,,,,0.14043860737764552,0.5158910005731648,0.1908483742668177,0.4022664655285948,0.11260525476441183,inf,0.38454792360344464,0.0,0.0,0.0,0.0,0.1,0.5690958472068892
20,mitigation,adjacent_open_risk,True,False,0.0,0.0,,2,5.099999999999998,0.7350066865022731,0.0,0.39215686274509803,0.29411764705882354,0.0,0.0,0.0,,20.579411488712857,,0.14035061100242252,0.519339250107574,0.1904791228655045,0.40005264650231115,0.0540383704708618,inf,0.5382918323479017,0.0,0.0,0.0,0.0,0.2,0.6765836646958038
21,camera_only,adjacent_open_risk,True,False,1.0,0.0,,2,3.800000000000002,0.15057582558288818,0.4473684210526316,0.18421052631578946,0.0,0.4473684210526316,0.0,0.0,34.70888929854928,,,0.14118451475249624,0.5047259992299464,0.1776556707558026,0.3450352774929059,0.2003123904158825,0.08445276387467324,17.267924636768733,1.7000000000000002,0.0,0.0,0.0,0.2,0.13584927353746226
21,multi_sensor_permissive,adjacent_open_risk,True,False,0.0,0.0,,1,4.100000000000001,0.45057582558288756,0.0,0.6829268292682927,0.0,0.0,0.0,0.0,,,,0.14221098370075577,0.5329279594156396,0.1743891628437328,0.34962159720799535,0.10891903652074508,inf,0.3139841767340448,0.0,0.0,0.0,0.0,0.1,0.4279683534680895
21,mitigation,adjacent_open_risk,True,False,0.0,0.0,,2,4.200000000000001,0.5505758255828872,0.0,0.35714285714285715,0.30952380952380953,0.0,0.0,0.0,,21.508135651411067,,0.1425992668766726,0.5327400551233621,0.16813728844161338,0.3438074913561503,0.05075778141104632,inf,0.4482259995551576,0.0,0.0,0.0,0.0,0.2,0.4964519991103152
22,camera_only,adjacent_open_risk,True,False,1.0,0.0,,2,4.6,0.25160521362373967,0.4782608695652174,0.17391304347826086,0.0,0.4782608695652174,0.0,0.0,36.65139779294696,,,0.14150422009828362,0.5287474738816103,0.1736545227545476,0.32163300072313794,0.21001442363382433,0.021301979305798448,22.288494012359095,2.2,0.0,0.0,0.0,0.2,0.17698802471819042
22,multi_sensor_permissive,adjacent_open_risk,True,False,0.0,0.0,,3,4.899999999999999,0.5516052136237386,0.0,0.6530612244897959,0.02040816326530612,0.0,0.0,0.0,,20.611170542222343,,0.14203722963240445,0.5408451120342329,0.18164348632673138,0.32400799496909166,0.1141841143092412,inf,0.5704625881119113,0.0,0.0,0.0,0.0,0.30000000000000004,0.5409251762238225
22,mitigation,adjacent_open_risk,True,False,0.0,0.0,,2,5.099999999999998,0.7516052136237379,0.0,0.37254901960784315,0.3137254901960784,0.0,0.0,0.0,,21.79229845721697,,0.1426759146017315,0.5456461585516538,0.17891468555325216,0.32298974583067064,0.05476961224660936,inf,0.5370246481824519,0.0,0.0,0.0,0.0,0.2,0.6740492963649038
23,camera_only,adjacent_open_risk,True,False,1.0,0.0,,4,4.100000000000001,0.22409898007042806,0.4634146341463415,0.17073170731707318,0.0,0.4634146341463415,0.0,0.0,35.315693861606796,,,0.1446819998533653,0.5257514073836347,0.1891908620904812,0.3347481457562215,0.2175880222143376,0.018884416133371884,19.4736047278447,1.9000000000000001,0.0,0.0,0.0,0.4,0.14720945568940352
23,multi_sensor_permissive,adjacent_open_risk,True,False,1.0,0.0,,3,4.4,0.524098980070427,0.022727272727272728,0.6590909090909091,0.0,0.022727272727272728,0.0,0.0,5.601977455175333,,,0.1454714226005975,0.5574600063419494,0.18227049065982304,0.3524312006647836,0.11893666392557213,0.33526679311424856,1.5360151394408295,0.1,0.0,0.0,0.0,0.30000000000000004,0.4720302788816591
23,mitigation,adjacent_open_risk,True,False,0.0,0.0,,2,4.5,0.6240989800704266,0.0,0.37777777777777777,0.3111111111111111,0.0,0.0,0.0,,21.675104809196682,,0.14557971744639012,0.5415489590055218,0.19870028201304585,0.33354883802198665,0.07430364203433612,inf,0.4821891711322237,0.0,0.0,0.0,0.0,0.2,0.5643783422644473
24,camera_only,adjacent_open_risk,True,False,1.0,0.0,,2,4.300000000000001,0.21065812634640224,0.46511627906976744,0.18604651162790697,0.0,0.46511627906976744,0.0,0.0,35.854683698826676,,,0.14172734948241503,0.5042266790120729,0.17406885820450843,0.36166805835645804,0.20292056904953465,0.05283376425898962,20.282981537405558,2.0,0.0,0.0,0.0,0.2,0.16596307481110625
24,multi_sensor_permissive,adjacent_open_risk,True,False,0.0,0.0,,1,4.6,0.5106581263464012,0.0,0.6739130434782609,0.0,0.0,0.0,0.0,,,,0.14253527235951238,0.522656843935734,0.1767399744662473,0.36664911031539543,0.10835710775808681,inf,0.34889346852944875,0.0,0.0,0.0,0.0,0.1,0.4977869370588975
24,mitigation,adjacent_open_risk,True,False,0.0,0.0,,2,4.699999999999999,0.6106581263464008,0.0,0.3829787234042553,0.2978723404255319,0.0,0.0,0.0,,21.420664952119196,,0.14255773013706002,0.5224072168033016,0.18739795070942777,0.36625462498658995,0.06216543171671755,inf,0.49945772920444487,0.0,0.0,0.0,0.0,0.2,0.5989154584088897
